短信类型,状态,已读,协议,主题,联系人,时间,呼叫中心,短信内容
收件箱,0,1,0,,`8080,2020-01-01 14:04:30,,"Hi! As of 2020-01-01%^ 14:04:29%^ the remaining MB on your active promos are:*(-%@DATA: 1.17GB (until 2020-01-29%^ 03:02:11)"
已发送,0,1,0,,`8080,2020-01-12 15:47:48,,"Databal"
收件箱,0,1,0,,`8080,2020-01-12 15:48:23,,"Hi! As of 2020-01-12%^ 15:48:22%^ the remaining MB on your active promos are:*(-%@DATA: 0KB (until 2020-01-29%^ 03:02:11)"
收件箱,0,1,0,,`8080,2020-01-12 16:01:02,,"You're now registered to GoSURF299. Make it matter with 2GB for surfing and app freebies%^ valid till 2020-02-11%^ 16:01:01."
收件箱,0,1,0,,`8080,2020-01-12 16:01:03,,"You can now enjoy free 1GB WiFi access! Simply connect to @GoSURF_FreeWifi in over 2%^000 GoWiFi hotspots nationwide. Go to https://www.globe.com.ph/gowifi.html#hotspots to check out our list of hotspots.*(-%@*(-%@Claim your 1GB app freebie by texting the corresponding keyword to 8080.*(-%@*(-%@For Facebook%^ text GS299 FB.*(-%@For Games (ML%^ AOV%^ PUBG%^ and more)%^ text GS299 GAMES.*(-%@For YouTube & Dailymotion%^ text GS299 VIDEO.*(-%@For Instagram%^ text GS299 IG.*(-%@For Spotify%^ text GS299 SPOTIFY.*(-%@For Twitter%^ text GS299 TWITTER.*(-%@For Viber%^ text GS299 VIBER.*(-%@For Snapchat%^ text GS299 SNAPCHAT.*(-%@For TikTok%^ text GS299 TIKTOK.*(-%@Send to 8080."
收件箱,0,1,0,,`8080,2020-01-12 16:01:08,,"As a special treat%^ you now have free 1GB/day access to Facebook and Instagram with your promo%^ valid until 2020-02-11! Your allocation will refresh daily when you browse Facebook or Instagram. For more info%^ text FBIG INFO to 8080."
收件箱,0,1,0,,`8080,2020-01-12 16:01:05,,"Get 1 free voucher to enjoy discounts when you shop or dine in your favorite shops using GCash! To claim%^ visit https://gcsh.app/p/6BPMM4X and follow the instructions on the page. T&Cs apply. You can claim it w/in the validity of your promo. Text GOSHOP INFO to 8080 for more info. Data charges may apply. Per DTI-FTEB Permit No.16483%^ series of 2019."
已发送,0,1,0,,`8080,2020-01-20 14:21:43,,"Databal"
收件箱,0,1,0,,`8080,2020-01-20 14:21:58,,"Hi! As of 2020-01-20%^ 14:21:57%^ the remaining MB on your active promos are:*(-%@DATA: 1.89GB (until 2020-02-11%^ 16:01:01)#&GoSURF Free WiFi: 1GB (until 2020-02-11%^ 16:01:05)#&FB&IG: 1022.66MB (until 2020-02-11%^ 16:01:05)"
已发送,0,1,0,,`8080,2020-01-20 17:26:29,,"Databal"
收件箱,0,1,0,,`8080,2020-01-20 17:26:34,,"Hi! As of 2020-01-20%^ 17:26:33%^ the remaining MB on your active promos are:*(-%@DATA: 1.55GB (until 2020-02-11%^ 16:01:01)#&GoSURF Free WiFi: 1GB (until 2020-02-11%^ 16:01:05)#&FB&IG: 998.02MB (until 2020-02-11%^ 16:01:05)"
已发送,0,1,0,,`8080,2020-01-23 23:07:10,,"Databal"
收件箱,0,1,0,,`8080,2020-01-23 23:07:15,,"Hi! As of 2020-01-23%^ 23:07:15%^ the remaining MB on your active promos are:*(-%@DATA: 935.62MB (until 2020-02-11%^ 16:01:01)#&GoSURF Free WiFi: 1GB (until 2020-02-11%^ 16:01:05)#&FB&IG: 1013.23MB (until 2020-02-11%^ 16:01:05)"
已发送,0,1,0,,`8080,2020-01-25 19:21:41,,"Databal"
收件箱,0,1,0,,`8080,2020-01-25 19:21:49,,"Hi! As of 2020-01-25%^ 19:21:48%^ the remaining MB on your active promos are:*(-%@DATA: 820.94MB (until 2020-02-11%^ 16:01:01)#&GoSURF Free WiFi: 1GB (until 2020-02-11%^ 16:01:05)#&FB&IG: 1018.33MB (until 2020-02-11%^ 16:01:05)"
收件箱,0,1,0,,`8080,2020-01-25 19:22:31,,"You're now registered to GoSURF50 with 1GB plus app freebies%^ valid till 2020-01-28%^ 19:22:30."
收件箱,0,1,0,,`8080,2020-01-25 19:22:31,,"Claim your 1GB PER DAY freebie access to various apps! Just text the corresponding keyword to 8080.*(-%@*(-%@For GoSHARE&SHOP (FB%^ IG%^ Twitter%^ Shopee and Zalora )%^ text GS50 SNS*(-%@For GoWATCH&PLAY (YouTube%^ Netflix%^ iWant%^ Viu%^ iflix%^ NBA%^ HOOQ%^ ONE%^ Mobile Legends%^ Arena of Valor%^ Rules of Survival%^ Clash of Clans%^ Clash Royale%^ Free Fire & PUBG)%^ text GS50 WNP*(-%@For GoLIVE&DISCOVER (Grab%^ Google Maps%^ Waze%^ Wikipedia and TikTok)%^ text GS50 LND"
已发送,0,1,0,,`8080,2020-01-25 19:22:42,,"Databal"
收件箱,0,1,0,,`8080,2020-01-25 19:22:47,,"Hi! As of 2020-01-25%^ 19:22:46%^ the remaining MB on your active promos are:*(-%@DATA: 1.80GB (until 2020-02-11%^ 16:01:01)#&GoSURF Free WiFi: 2GB (until 2020-02-11%^ 16:01:05)#&FB&IG: 1018.33MB (until 2020-02-11%^ 16:01:05)"
已发送,0,1,0,,`8080,2020-01-28 11:15:31,,"Databal"
收件箱,0,1,0,,`8080,2020-01-28 11:15:35,,"Hi! As of 2020-01-28%^ 11:15:34%^ the remaining MB on your active promos are:*(-%@DATA: 1.26GB (until 2020-02-11%^ 16:01:01)#&GoSURF Free WiFi: 2GB (until 2020-02-11%^ 16:01:05)#&FB&IG: 1023.78MB (until 2020-02-11%^ 16:01:05)"
收件箱,0,1,0,,`8080,2020-01-28 11:18:25,,"Status: Your 981.00 Texts to Globe/TM/Cherry from your GoSAKTO subscription will expire on 2020-01-29 03:02:10.%^Your 505.00 minutes to Globe/TM/Cherry from your GoSAKTO subscription will expire on 2020-01-29 03:02:10.%^Your remaining 1289.00MB of consumable internet from your GoSAKTO subscription will expire on 2020-01-29 03:02:11."
收件箱,0,1,0,,`8080,2020-01-28 19:23:35,,"Your GoSURF has expired. Want to enjoy 2GB for surfing and unli allnet texts%^ valid for 7 days%^ for only P90?  Text GOSAKTO90 to 8080. Now with free 2GB for videos and games!"
已发送,0,1,0,,`8080,2020-01-28 20:20:36,,"databal"
收件箱,0,1,0,,`8080,2020-01-28 22:22:54,,"Hi! As of 2020-01-28%^ 22:22:53%^ the remaining MB on your active promos are:*(-%@DATA: 1.17GB (until 2020-02-11%^ 16:01:01)#&GoSURF Free WiFi: 2GB (until 2020-02-11%^ 16:01:05)#&FB&IG: 1016.40MB (until 2020-02-11%^ 16:01:05)"
收件箱,0,1,0,,`8080,2020-01-29 03:03:29,,"Your GoSAKTO promo has expired. Enjoy 7 days of 3GB for surfing%^ unli allnet texts%^ unli Globe/TM calls%^ 2GB GoWiFi%^ 1 GCash voucher and 1GB/day for GoSHARE&SHOP + GoWATCH&PLAY apps%^ all for just P120. To register%^ text GOSAKTO120 to 8080 or dial *143# and choose GoSAKTO."
收件箱,0,1,0,,`8080,2020-01-29 03:03:34,,"Your GoSAKTO promo has expired. Enjoy a week of surfing%^ texts and calls with the new GOSAKTO140! It has unli allnet texts%^ unli Globe/TM calls and 2GB for surfing%^ valid for 7 days%^ all for just P140. To register%^ text GOSAKTO140 to 8080 or dial *143# and choose GoSAKTO. You may also try GOSAKTO120%^ which has unli allnet texts%^ unli Globe/TM calls and 1GB for surfing%^ valid for 7 days."
收件箱,0,1,0,,`8080,2020-01-29 03:03:38,,"Your Texts to Globe/TM/Cherry from your GoSAKTO subscription has already expired. To register again%^ dial *143# or log-on to www.globe.com.ph/gosakto"
已发送,0,1,0,,`8080,2020-01-30 12:05:46,,"databal"
收件箱,0,1,0,,`8080,2020-01-30 12:05:50,,"Hi! As of 2020-01-30%^ 12:05:49%^ the remaining MB on your active promos are:*(-%@DATA: 745.38MB (until 2020-02-11%^ 16:01:01)#&GoSURF Free WiFi: 2GB (until 2020-02-11%^ 16:01:05)#&FB&IG: 1GB (until 2020-02-11%^ 16:01:05)"
收件箱,0,1,0,,`8080,2020-01-30 15:13:19,,"You're now registered to GoSURF50. Make it matter with 1GB for surfing and app freebies%^ valid till 2020-02-02%^ 15:13:19."
收件箱,0,1,0,,`8080,2020-01-30 15:13:21,,"Claim your 1GB PER DAY freebie access to various apps! Just text the corresponding keyword to 8080.*(-%@*(-%@For GoSHARE&SHOP (FB%^ IG%^ Twitter%^ Shopee and Zalora )%^ text GS50 SNS*(-%@For GoWATCH&PLAY (YouTube%^ Netflix%^ iWant%^ Viu%^ iflix%^ NBA%^ HOOQ%^ ONE%^ Mobile Legends%^ Arena of Valor%^ Rules of Survival%^ Clash of Clans%^ Clash Royale%^ Free Fire & PUBG)%^ text GS50 WNP*(-%@For GoLIVE&DISCOVER (Grab%^ Google Maps%^ Waze%^ Wikipedia and TikTok)%^ text GS50 LND"
已发送,0,1,0,,`8080,2020-01-30 15:14:02,,"databal"
收件箱,0,1,0,,`8080,2020-01-30 15:14:05,,"Hi! As of 2020-01-30%^ 15:14:04%^ the remaining MB on your active promos are:*(-%@DATA: 1.60GB (until 2020-02-11%^ 16:01:01)#&GoSURF Free WiFi: 2GB (until 2020-02-11%^ 16:01:05)#&FB&IG: 1021.15MB (until 2020-02-11%^ 16:01:05)"
收件箱,0,1,0,,`8080,2020-02-07 16:53:37,,"You're now registered to GoSAKTO90. Make it matter with 2GB%^ unli allnet texts%^ and 1GB GoWiFi access valid for 7 days. To check your data and freebie balance%^ text DATA BAL. Send to 8080. To use your GoWiFi access%^ simply connect to @GoSURF_FreeWifi in over 2%^000 GoWiFi hotspots nationwide."
收件箱,0,1,0,,`8080,2020-02-07 16:53:44,,"Hi there! We have a Wonderful Surprise%^ just for you. Claim it by texting SURPRISE to 8080. This can be claimed once while your promo is still active. Visit globe.com.ph/wonderfulsurprise to know more. Data charges may apply."
收件箱,0,1,0,,`8080,2020-02-07 16:53:50,,"Get 1 free voucher to enjoy discounts when you shop or dine in your favorite shops using GCash! To claim%^ visit https://gcsh.app/p/6EEBX3Z and follow the instructions on the page. T&Cs apply. You can claim it w/in the validity of your promo. Text GOSHOP INFO to 8080 for more info. Data charges may apply. Per DTI-FTEB Permit No.16483%^ series of 2019."
收件箱,0,1,0,,`8080,2020-02-07 16:53:55,,"You now have free 1GB/day access to your favorite GoSHARE&SHOP + GoWATCH&PLAY apps%^ valid until 2020-02-14! Your allocation will refresh daily once you browse these apps. For more info%^ text 1GBDAILY INFO to 8080."
已发送,0,1,0,,`8080,2020-02-07 16:56:14,,"databal"
收件箱,0,1,0,,`8080,2020-02-07 16:56:16,,"Hi! As of 2020-02-07%^ 16:56:13%^ the remaining MB on your active promos are:*(-%@DATA: 2GB (until 2020-02-14%^ 16:53:33)#&GoSURF Free WiFi: 1GB (until 2020-02-14%^ 16:53:35)#&GoSAKTO SNS+WNP: 1GB (until 2020-02-14%^ 16:53:35"
已发送,0,1,0,,`8080,2020-02-09 22:21:04,,"databal"
收件箱,0,1,0,,`8080,2020-02-09 22:21:07,,"Hi! As of 2020-02-09%^ 22:21:06%^ the remaining MB on your active promos are:*(-%@DATA: 1.69GB (until 2020-02-14%^ 16:53:33)#&GoSURF Free WiFi: 1GB (until 2020-02-14%^ 16:53:35)#&GoSAKTO SNS+WNP: 1016.79MB (until 2020-02-14%^ 16:53:35"
已发送,0,1,0,,`8080,2020-02-10 15:30:39,,"databal"
收件箱,0,1,0,,`8080,2020-02-10 15:30:42,,"Hi! As of 2020-02-10%^ 15:30:41%^ the remaining MB on your active promos are:*(-%@DATA: 1.50GB (until 2020-02-14%^ 16:53:33)#&GoSURF Free WiFi: 1GB (until 2020-02-14%^ 16:53:35)#&GoSAKTO SNS+WNP: 1004.18MB (until 2020-02-14%^ 16:53:35"
已发送,0,1,0,,`8080,2020-02-11 11:18:49,,"databal"
收件箱,0,1,0,,`8080,2020-02-11 11:18:52,,"Hi! As of 2020-02-11%^ 11:18:51%^ the remaining MB on your active promos are:*(-%@DATA: 1.44GB (until 2020-02-14%^ 16:53:33)#&GoSURF Free WiFi: 1GB (until 2020-02-14%^ 16:53:35)#&GoSAKTO SNS+WNP: 1022.82MB (until 2020-02-14%^ 16:53:35"
已发送,0,1,0,,`8080,2020-02-13 19:30:45,,"databal"
收件箱,0,1,0,,`8080,2020-02-13 19:30:48,,"Hi! As of 2020-02-13%^ 19:30:47%^ the remaining MB on your active promos are:*(-%@DATA: 542.99MB (until 2020-02-14%^ 16:53:33)#&GoSURF Free WiFi: 1GB (until 2020-02-14%^ 16:53:35)#&GoSAKTO SNS+WNP: 1001.19MB (until 2020-02-14%^ 16:53:35"
收件箱,0,1,0,,`8080,2020-02-14 13:54:39,,"Your free 1GB/day access to Facebook%^ Instagram%^ and Watch & Play apps will expire on 2020-02-14%^ 16:53:35."
收件箱,0,1,0,,`8080,2020-02-14 17:11:47,,"Your free 1GB/day access to GoSHARE&SHOP + GoWATCH&PLAY apps has expired. Register to GOSAKTO90 to enjoy more consumable mobile internet and free 1GB/day access to your favorite apps! Text GOSAKTO90 to 8080."
收件箱,0,1,0,,`8080,2020-02-14 17:11:58,,"Your Unlimited Texts to All Networks from your GoSAKTO subscription has already expired. To register again%^ dial *143# or log-on to www.globe.com.ph/gosakto"
收件箱,0,1,0,,`8080,2020-02-14 17:12:08,,"Your GoSAKTO promo has expired. Enjoy 7 days of 3GB for surfing%^ unli allnet texts%^ unli Globe/TM calls%^ 2GB GoWiFi%^ 1 GCash voucher and 1GB/day for GoSHARE&SHOP + GoWATCH&PLAY apps%^ all for just P120. To register%^ text GOSAKTO120 to 8080 or dial *143# and choose GoSAKTO."
已发送,0,1,0,,`8080,2020-02-21 21:19:25,,"databal "
收件箱,0,1,0,,`8080,2020-02-21 21:19:28,,"Sorry%^ you have entered an invalid keyword. Please make sure your keyword is correct with no extra characters and spaces. For more info on promos%^ dial *143#%^ FREE from your Globe/TM mobile phone."
收件箱,0,1,0,,`8080,2020-02-21 21:26:59,,"You're now registered to GoSURF50. Make it matter with 1GB for surfing and app freebies%^ valid till 2020-02-24%^ 21:26:56."
收件箱,0,1,0,,`8080,2020-02-21 21:27:03,,"Claim your 1GB PER DAY freebie access to various apps! Just text the corresponding keyword to 8080.*(-%@*(-%@For GoSHARE&SHOP (FB%^ IG%^ Twitter%^ Lazada%^ Zalora and Shopee)%^ text GS50 SNS*(-%@For GoWATCH&PLAY (YouTube%^ Netflix%^ iWant%^ Viu%^ iflix%^ NBA%^ HOOQ%^ ONE%^ Mobile Legends%^ Arena of Valor%^ Rules of Survival%^ Clash of Clans%^ Clash Royale%^ Free Fire & PUBG)%^ text GS50 WNP*(-%@For GoLIVE&DISCOVER (Grab%^ Google Maps%^ Waze%^ Wikipedia and TikTok)%^ text GS50 LND"
已发送,0,1,0,,`8080,2020-02-21 21:27:29,,"databal"
收件箱,0,1,0,,`8080,2020-02-21 21:27:32,,"Hi! As of 2020-02-21%^ 21:27:31%^ the remaining MB on your active promos are:*(-%@DATA: 1GB (until 2020-02-24%^ 21:26:56)#&GoSURF Free WiFi: 1GB (until 2020-02-24%^ 21:26:58)"
已发送,0,1,0,,`8080,2020-02-23 21:36:36,,"databal"
收件箱,0,1,0,,`8080,2020-02-23 21:37:53,,"Hi! As of 2020-02-23%^ 21:36:38%^ the remaining MB on your active promos are:*(-%@DATA: 771.89MB (until 2020-02-24%^ 21:26:56)#&GoSURF Free WiFi: 1GB (until 2020-02-24%^ 21:26:58)"
收件箱,0,1,0,,`8080,2020-02-24 21:29:14,,"Your GoSURF has expired. Want to enjoy 2GB for surfing and unli allnet texts%^ valid for 7 days%^ for only P90?  Text GOSAKTO90 to 8080. Now with free 2GB for videos and games!"
已发送,0,1,0,,`8080,2020-03-01 18:26:42,,"databal"
收件箱,0,1,0,,`8080,2020-03-01 18:26:51,,"You currently do not have any active mobile internet promos. *(-%@*(-%@To enjoy more apps and worry-free surfing%^ register to GoSURF50! Just dial *143# and choose GoSURF50 to get 1GB for surfing and 300MB for 1 freebie%^ valid for 3 days."
收件箱,0,1,0,,`8080,2020-03-01 18:29:33,,"You're now registered to GoSAKTO70. Make it matter with 1GB%^ unli allnet texts%^ and 1GB GoWiFi access valid for 7 days. To check your data and freebie balance%^ text DATA BAL. Send to 8080. To use your GoWiFi access%^ simply connect to @GoSURF_FreeWifi in over 2%^000 GoWiFi hotspots nationwide."
收件箱,0,1,0,,`8080,2020-03-01 18:29:40,,"You now have free 1GB/day access to your favorite GoSHARE&SHOP + GoWATCH&PLAY apps%^ valid until 2020-03-08! Your allocation will refresh daily once you browse these apps. For more info%^ text 1GBDAILY INFO to 8080."
收件箱,0,1,0,,`8080,2020-03-01 18:29:44,,"Hi there! We have a Wonderful Surprise%^ just for you. Claim it by texting SURPRISE to 8080. This can be claimed once while your promo is still active. Visit globe.com.ph/wonderfulsurprise to know more. Data charges may apply."
收件箱,0,1,0,,`8080,2020-03-01 18:29:49,,"Get 1 free voucher to enjoy discounts when you shop or dine in your favorite shops using GCash! To claim%^ visit https://gcsh.app/p/JWKVBV3 and follow the instructions on the page. T&Cs apply. You can claim it w/in the validity of your promo. Text GOSHOP INFO to 8080 for more info. Data charges may apply. Per DTI-FTEB Permit No.16483%^ series of 2019."
已发送,0,1,0,,`8080,2020-03-01 18:30:06,,"databal"
收件箱,0,1,0,,`8080,2020-03-01 18:30:08,,"Hi! As of 2020-03-01%^ 18:30:07%^ the remaining MB on your active promos are:*(-%@DATA: 1GB (until 2020-03-08%^ 18:29:32)#&GoSURF Free WiFi: 1GB (until 2020-03-08%^ 18:29:35)#&GoSAKTO SNS+WNP: 1GB (until 2020-03-08%^ 18:29:34"
收件箱,0,0,0,,`8080,2020-03-07 10:17:04,,"Experience high-speed video streaming by using your free 1GB GoWiFi access at all MRT/LRT Stations! Go to WiFi settings and connect to @GoSurf_FreeWifi. Visit www.globe.com.ph/gowifi.html#hotspots for more hotspot locations. Data charges may apply. Per DTI-FTEB Permit No. 01895%^ series of 2020. Valid till 12/31/20. No advisories? Text STOP to 26820 for free."
收件箱,0,0,0,,`8080,2020-03-08 15:30:38,,"Your free 1GB/day access to Facebook%^ Instagram%^ and Watch & Play apps will expire on 2020-03-08%^ 18:29:34."
收件箱,0,0,0,,`8080,2020-03-08 18:30:35,,"Your GoSAKTO promo has expired. Enjoy a week of surfing%^ texts and calls with the new GOSAKTO140! It has unli allnet texts%^ unli Globe/TM calls and 4GB for surfing%^ valid for 7 days%^ all for just P140. To register%^ text GOSAKTO140 to 8080 or dial *143# and choose GoSAKTO. You may also try GOSAKTO120%^ which has unli allnet texts%^ unli Globe/TM calls and 3GB for surfing%^ valid for 7 days."
收件箱,0,0,0,,`8080,2020-03-08 18:32:22,,"Your free 1GB/day access to GoSHARE&SHOP + GoWATCH&PLAY apps has expired. Register to GOSAKTO90 to enjoy more consumable mobile internet and free 1GB/day access to your favorite apps! Text GOSAKTO90 to 8080."
收件箱,0,0,0,,`8080,2020-05-01 13:08:14,,"We're here to help you stay connected with your loved ones during these trying times. We're giving you FREE 150MB for surfing valid for 2 days on your next reload of at least P10 before 05/08/20. Load while staying #SafeAtHome through GCash and other online channels. Share-A-Load not included. REF#: DGR1"
收件箱,0,0,0,,`8080,2020-05-04 12:19:04,,"Hi there! You still have a few days left to grab your FREE 150MB for surfing valid for 2 days! Just load at least P10 one time by 05/08/20. If you've already claimed your freebie%^ please disregard this message. REF#: DGR1"
收件箱,0,0,0,,`8080,2020-05-10 11:48:33,,"We're here to help you stay connected with your loved ones during these trying times. We're giving you FREE 150MB for surfing valid for 2 days on your next reload of at least P10 before 05/17/20. Load while staying #SafeAtHome through GCash and other online channels. Share-A-Load not included. REF#: DGR1"
收件箱,0,1,0,,`NDRRMC,2020-01-13 11:34:33,,"(3:50 AM%^ 13 JAN 2020) At 3:20 AM%^ ashfall from the ongoing eruption of Taal has fallen in Tanauan%^ Batangas; Escala%^ Tagaytay; Sta. Rosa%^ Laguna; Dasmarinas%^ Bacoor%^ Silang%^ Cavite; Malolos%^ San Jose Del Monte%^ Meycauayan%^ Bulacan; Antipolo%^ Rizal; Muntinlupa%^ Las Pinas%^ Marikina%^ Paranaque%^ Pasig%^ Quezon City%^ Mandaluyong%^ San Juan%^ Manila%^ Makati City and Taguig City.#&#&Large rock fragments (lapilli) with diameters 2 to 64mm has fallen in Tanauan%^ Talisay%^ Batangas; Tagaytay City; Nuvali and Sta. Rosa%^ Laguna.#&#&All are advised to guard against the effects of heavy and prolonged ashfall."
收件箱,0,1,0,,`NDRRMC,2020-01-13 11:49:47,,"(3:50 AM%^ 13 JAN 2020) At 3:20 AM%^ ashfall from the ongoing eruption of Taal has fallen in Tanauan%^ Batangas; Escala%^ Tagaytay; Sta. Rosa%^ Laguna; Dasmarinas%^ Bacoor%^ Silang%^ Cavite; Malolos%^ San Jose Del Monte%^ Meycauayan%^ Bulacan; Antipolo%^ Rizal; Muntinlupa%^ Las Pinas%^ Marikina%^ Paranaque%^ Pasig%^ Quezon City%^ Mandaluyong%^ San Juan%^ Manila%^ Makati City and Taguig City.#&#&Large rock fragments (lapilli) with diameters 2 to 64mm has fallen in Tanauan%^ Talisay%^ Batangas; Tagaytay City; Nuvali and Sta. Rosa%^ Laguna.#&#&All are advised to guard against the effects of heavy and prolonged ashfall."
